School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location
609711,William Rainey Harper High School,6520 S Wood St,Chicago,IL,60636,(773) 535-9150,http://www.harper.cps.k12.il.us,,LEVEL 3,ON PROBATION,18,NOT YET ORGANIZED,55.2%,66.7%,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,41,50,5,7,6,10,6,13,14.1,12.5,13.8,14.1,75.7%,71.2%,50%,43.6%,49.5%,43.1%,42.5%,38.8%,46.4%,44.1%,59.2,99.5,35.4%,44.2%,2.8,3,78.4%,78.9%,93.7%,95%,,12.4%,12.1%,1165424.8670000000,1861341.2550000000,41.77511222,-87.66912563,"(-87.66912563, 41.77511222)"
609712,Emil G Hirsch Metropolitan High School,7740 S Ingleside Ave,Chicago,IL,60619,(773) 535-3100,http://www.hirsch.cps.k12.il.us,,LEVEL 3,ON PROBATION,6,NOT YET ORGANIZED,86%,65.2%,WEAK,WEAK,WEAK,VERY WEAK,VERY WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,42,3,1,4,5,11.6,12.7,11.2,13,13.7,56.9%,71.6%,36.7%,48.5%,52.5%,45.8%,46.7%,55.6%,52.2%,63%,94,61.3,48.6%,23.3%,3.4,4.1,65.7%,80.7%,91.9%,93.9%,,19.8%,11.2%,1183865.1270000000,1853710.2160000000,41.7537612,-87.60176452,"(-87.60176452, 41.7537612)"
609713,Hyde Park Academy High School,6220 S Stony Island Ave,Chicago,IL,60637,(773) 535-0880,http://www.cps.edu,,LEVEL 3,ON PROBATION,10,PARTIALLY ORGANIZED,49.5%,57.7%,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,68,1,3,10,12,15,9,14,14.7,12.8,14.2,14.9,75.1%,60.5%,46.4%,48.3%,53%,53.3%,58%,63.4%,63.8%,71.7%,157.9,108,62.1%,92.9%,2.8,3.2,72.2%,67.7%,92.9%,94.2%,,12.2%,13.9%,1187898.8970000000,1864121.4270000000,41.78223539,-87.58665115,"(-87.58665115, 41.78223539)"
609715,Thomas Kelly High School,4136 S California Ave,Chicago,IL,60632,(773) 535-4900,http://www.kelly.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,62.4%,38.3%,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,76,50,58,26,31,23,26,15.1,15.3,13.4,15.4,16.9,74.4%,63.5%,61.9%,68.2%,78%,73.9%,50.4%,53.6%,68.8%,74.4%,8.9,13.1,61.8%,55.5%,3.1,3.8,91%,88.5%,94.9%,95%,,0.2%,5.5%,1158337.7860000000,1877175.5760000000,41.81871101,-87.69467483,"(-87.69467483, 41.81871101)"
609716,Kelvyn Park High School,4343 W Wrightwood Ave,Chicago,IL,60639,(773) 534-4200,http://www.kelvynparkhs.org/,,LEVEL 3,ON PROBATION,18,NOT YET ORGANIZED,66.7%,82.1%,WEAK,WEAK,WEAK,VERY WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,59,80,42,14,14,22,10,13.6,15.1,12.1,14.2,14.8,74.7%,65.3%,55.6%,55%,59.3%,58.5%,40%,36.3%,47.5%,53%,82.7,39.7,51.8%,10.3%,1.6,2.8,78.1%,76.3%,94.1%,94.9%,,8%,11.8%,1146795.8450000000,1916879.4930000000,41.92789092,-87.73600171,"(-87.73600171, 41.92789092)"
609718,John F Kennedy High School,6325 W 56th St,Chicago,IL,60638,(773) 535-2325,http://www.kennedyhschicago.org/,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,55.9%,83.8%,WEAK,WEAK,WEAK,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,97,29,21,39,49,45,30,16.6,17.2,14.5,16.3,17.6,75.6%,60.4%,59.4%,60.8%,62.8%,62.3%,53.5%,51.5%,75.2%,75.3%,37,81.3,23.8%,17.7%,1.8,2.1,87.1%,83.1%,94.2%,94.9%,,10.6%,7.6%,1135044.3010000000,1866707.4470000000,41.79042796,-87.78037224,"(-87.78037224, 41.79042796)"
609719,Lake View High School,4015 N Ashland Ave,Chicago,IL,60613,(773) 534-5440,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,68.7%,54.5%,WEAK,NEUTRAL,NEUTRAL,WEAK,VERY WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,68,29,42,38,36,46,34,15.8,17.3,15.9,16.9,18.1,84%,92%,86%,80.4%,85.8%,83.2%,66.3%,65.8%,71.2%,69.5%,25,24.3,86.6%,77.3%,2.7,2.3,88.3%,88.7%,95.9%,96.2%,,2.3%,1.8%,1164975.2170000000,1926813.5810000000,41.95478361,-87.66891643,"(-87.66891643, 41.95478361)"
609720,Albert G Lane Technical High School,2501 W Addison St,Chicago,IL,60618,(773) 534-5400,http://www.lanetech.org/,2012,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,84.2%,76.3%,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,99,,,,,99,86,99,,,,,98,98,99,,,,,,99,99,99,,,,,,99,99,67,83,39,66,93,95,91,93,20.8,21.2,19.5,21.1,24.8,92.5%,95.1%,91.1%,89.7%,92.9%,90.9%,81.5%,80.2%,85.7%,87.7%,1.7,2.5,65.8%,44%,3.8,4.8,94.4%,96.4%,95.6%,96.3%,79.5%,1%,1.2%,1158975.3920000000,1923791.7050000000,41.94661693,-87.69105603,"(-87.69105603, 41.94661693)"
609722,Manley Career Academy High School,2935 W Polk St,Chicago,IL,60612,(773) 534-6900,http://www.cps.edu,,LEVEL 2,ON PROBATION,18,PARTIALLY ORGANIZED,97.8%,97.3%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,5,5,6,5,13,13.2,11.9,13.6,14.1,91.8%,49.5%,39.7%,40.9%,47%,50.6%,41.8%,50.5%,49.2%,63.8%,216.9,143.1,33.4%,67%,3,2.9,79.5%,71.6%,93.9%,94.7%,,2.1%,14%,1156776.8580000000,1896186.7800000000,41.87091163,-87.69988652,"(-87.69988652, 41.87091163)"
609723,John Marshall Metropolitan High School,3250 W Adams St,Chicago,IL,60624,(773) 534-6455,http://www.marshallmetro.cps.k12.il.us,,LEVEL 3,ON PROBATION,18,PARTIALLY ORGANIZED,95.9%,98.2%,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,24,39,8,7,4,13,6,12.6,14.5,12.1,13.8,14.2,56.2%,57.6%,31.1%,33.8%,40.5%,48.2%,46.5%,41.3%,46.8%,52.8%,116.5,82.3,22.2%,28%,2.1,3.1,75.1%,77.4%,94.1%,93.9%,,12.3%,13%,1154542.5830000000,1898925.5110000000,41.87847194,-87.70801612,"(-87.70801612, 41.87847194)"
610565,Excel Academy of Englewood,7141 S Morgan St,Chicago,IL,60621,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170922.9830000000,1857302.2200000000,41.76391032,-87.64908807,"(-87.64908807, 41.76391032)"
609724,Stephen T Mather High School,5835 N Lincoln Ave,Chicago,IL,60659,(773) 534-2350,http://www.matherhs.org/,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,65.3%,74.6%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,3,66,29,31,28,26,15.2,15.8,14.8,15.5,17,71.5%,63.1%,61.2%,59.4%,66.6%,60.9%,57.7%,64.9%,69.7%,70.4%,28.3,23.4,89.8%,91.5%,2.4,2.8,87.5%,88.7%,95.3%,96.4%,,0.1%,6.7%,1155766.1520000000,1938701.4090000000,41.9875954,-87.70244871,"(-87.70244871, 41.9875954)"
609725,Morgan Park High School,1744 W Pryor Ave,Chicago,IL,60643,(773) 535-2550,http://www.morganparkcps.org/,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,77.1%,78.7%,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,66,,,,,56,69,1,,,,,1,13,94,,,,,,94,91,96,,,,,,92,92,67,92,29,42,34,32,37,34,15.7,16.6,14.6,16.1,18.2,74.7%,63.4%,78.6%,74.7%,79.9%,80.4%,70.4%,75.3%,81.2%,74.9%,40.4,40,27.7%,46.1%,3,4.5,86.4%,83%,93.5%,95%,63.9%,2.8%,3.8%,1166609.5700000000,1831085.3820000000,41.69206041,-87.66564309,"(-87.66564309, 41.69206041)"
609726,Gwendolyn Brooks College Preparatory Academy HS,250 E 111th St,Chicago,IL,60628,(773) 535-9930,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,MODERATELY ORGANIZED,79.8%,60.4%,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,88,8,42,81,86,84,74,19.3,20.2,18.2,19.2,21.8,95.9%,92.6%,83.8%,84.7%,85.7%,88.2%,80.1%,85.3%,90.7%,86.4%,8.2,1.5,84.7%,8.6%,3.6,3.7,88.9%,90.1%,94.4%,95.3%,,0.8%,0.9%,1180061.7810000000,1831459.2130000000,41.69278956,-87.61638144,"(-87.61638144, 41.69278956)"
609727,Wendell Phillips Academy High School,244 E Pershing Rd,Chicago,IL,60653,(773) 535-1603,http://www.phillips.cps.k12.il.us,,LEVEL 1,ON PROBATION,18,MODERATELY ORGANIZED,67.4%,96.8%,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,41,1,,10,9,8,11,13.6,13.8,12.8,14.2,15.2,60.9%,65%,39.4%,38.8%,48.4%,41.2%,53.6%,38.2%,50%,43.5%,145.8,228.6,58.6%,92.5%,3,3.1,77%,70.3%,94.8%,95.4%,,0.5%,3.5%,1178735.1060000000,1879229.7800000000,41.82390751,-87.61978794,"(-87.61978794, 41.82390751)"
609728,Theodore Roosevelt High School,3436 W Wilson Ave,Chicago,IL,60625,(773) 534-5000,http://www.rhsroughriders.org/,,LEVEL 2,ON PROBATION,10,PARTIALLY ORGANIZED,57.8%,62.8%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,83,20,42,18,24,18,15,14.7,14.8,13.8,15.2,15.6,69.3%,61.3%,41.7%,51.4%,58.6%,54.2%,47.5%,44.9%,62.5%,75.4%,23,27.3,86.2%,93.6%,2.2,3.1,85.7%,85%,94.9%,95.8%,,1.2%,7.5%,1152459.7780000000,1930390.2290000000,41.96485522,-87.71483051,"(-87.71483051, 41.96485522)"
609729,Carl Schurz High School,3601 N Milwaukee Ave,Chicago,IL,60641,(773) 534-3420,http://www.schurzhs.org/,,LEVEL 3,ON PROBATION,10,NOT YET ORGANIZED,52.2%,69.5%,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,59,13,42,15,16,18,12,14.1,14.9,13.2,14.6,15.4,63.6%,66%,62.1%,64%,69.8%,64.6%,47.3%,40.9%,62.7%,62.6%,33.8,64.1,54.8%,87.1%,2.3,1.7,82%,82%,95.1%,95.2%,,2.6%,4.8%,1146851.1980000000,1923627.8430000000,41.94640794,-87.73562542,"(-87.73562542, 41.94640794)"
609730,Nicholas Senn High School,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2365,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,52%,71.1%,STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,95,29,84,38,50,32,30,16.5,16,14.4,14.5,17.3,84%,82.8%,51.3%,49.7%,54.4%,47.9%,53.2%,47.2%,64.2%,70.8%,30.8,49.5,7.1%,18%,2.3,2.4,91%,86.3%,96.4%,96.7%,,5.5%,9.2%,1165871.8100000000,1939308.3690000000,41.98905063,-87.66526222,"(-87.66526222, 41.98905063)"
609732,Charles P Steinmetz College Preparatory HS,3030 N Mobile Ave,Chicago,IL,60634,(773) 534-3030,http://www.steinmetzac.com/,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,79.3%,94.1%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,68,8,58,20,23,23,17,14.9,15.4,13.7,14.7,16.2,85%,73.6%,57.6%,53.8%,62.3%,58.6%,48.2%,46.8%,58.1%,61.3%,60.8,58.6,34.9%,36.5%,2.2,3,87%,82.2%,94.5%,95.7%,,0.5%,8.2%,1133838.3480000000,1919613.6940000000,41.93563171,-87.78355194,"(-87.78355194, 41.93563171)"
609733,Roger C Sullivan High School,6631 N Bosworth Ave,Chicago,IL,60626,(773) 534-2000,http://www.cps.edu,,LEVEL 3,ON PROBATION,9,PARTIALLY ORGANIZED,70.6%,80%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,1,8,12,12,11,12,13.5,14,13.5,14.1,15,61.3%,62.4%,49.2%,48.6%,52.9%,45.2%,46.7%,57.1%,64.3%,69.2%,65.5,63.6,43.3%,36.9%,3.3,2.8,80.2%,80.2%,94.5%,95.6%,,5.6%,11.3%,1164774.8830000000,1944269.2920000000,42.00268694,-87.66915533,"(-87.66915533, 42.00268694)"
609734,William Howard Taft High School,6530 W Bryn Mawr Ave,Chicago,IL,60631,(773) 534-1000,http://www.tafths.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,86.2%,93%,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EXCELLING,90,,,,,59,99,20,,,,,11,60,99,,,,,,97,99,99,,,,,,98,99,81,83,50,79,47,53,46,42,16.9,17.2,16.1,16.7,18.8,82.9%,73.1%,75.8%,71.6%,77.8%,73.5%,59.9%,63.9%,76.3%,79.4%,15.4,17.2,32.4%,40.1%,2.9,2.4,90.5%,89.3%,95.1%,95.8%,85.8%,2%,3.5%,1131556.2470000000,1936856.8220000000,41.98298852,-87.7915383,"(-87.7915383, 41.98298852)"
609735,Edward Tilden Career Community Academy HS,4747 S Union Ave,Chicago,IL,60609,(773) 535-1625,http://www.tilden.cps.k12.il.us,,LEVEL 2,ON PROBATION,10,MODERATELY ORGANIZED,79%,81.6%,WEAK,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,5,34,7,5,10,8,12.9,14,12,13.3,14.6,69.8%,58.6%,53.3%,48.4%,54.5%,33.9%,33.6%,28.9%,50%,56.5%,140.5,70.8,38.9%,38.7%,2.4,4.2,75.5%,71.2%,95.4%,94.1%,,8.9%,12.6%,1172475.4740000000,1873203.8260000000,41.80751207,-87.64292985,"(-87.64292985, 41.80751207)"
609736,Dyett High School,555 E 51st St,Chicago,IL,60615,(773) 535-1825,http://www.dyett.cps.k12.il.us,,LEVEL 3,ON PROBATION,9,MODERATELY ORGANIZED,86.3%,52.9%,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,21,4,,6,5,,13.4,12.1,13.5,13.9,,53.4%,40.2%,33.1%,38.5%,44%,39.3%,61.1%,46.9%,50%,171.6,74.6,24%,84%,2.4,3.3,71.2%,65.8%,94.5%,93.6%,,22.5%,18.6%,1180944.2010000000,1871282.8320000000,41.80204982,-87.61192836,"(-87.61192836, 41.80204982)"
609737,Friedrich W von Steuben Metropolitan Science HS,5039 N Kimball Ave,Chicago,IL,60625,(773) 534-5100,http://www.vonsteuben.org/,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,79.8%,96.9%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,76,92,66,56,59,55,53,17.3,17.9,15.9,17.3,19.8,80.9%,77.3%,88.5%,81.1%,88.3%,88.2%,75.4%,79.6%,79.7%,78.3%,9.4,12.8,20.8%,71.4%,3.1,2.4,92%,89.6%,95%,95.4%,,1%,1.1%,1152840.5220000000,1933431.3150000000,41.9731926,-87.71334969,"(-87.71334969, 41.9731926)"
609738,Lincoln Park High School,2001 N Orchard St,Chicago,IL,60614,(773) 534-8130,http://www.lincolnparkhs.org/,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,82.2%,48.8%,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,59,13,50,77,72,80,77,18.2,19.8,18.2,19.4,22.1,84.1%,76.5%,77.9%,77.7%,82.6%,73.1%,71.2%,79.5%,84.6%,85.1%,22.4,20.8,34.7%,38.6%,3.2,3.3,87.3%,86.3%,94.8%,95.6%,,1.9%,3.5%,1171322.3360000000,1913569.3920000000,41.91830362,-87.64597389,"(-87.64597389, 41.91830362)"
609739,George Washington High School,3535 E 114th St,Chicago,IL,60617,(773) 535-5725,http://www.washingtonhs.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,80.3%,87.6%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,3,34,19,20,18,18,14.5,14.9,13.5,14.7,16.3,79.9%,82.4%,68.8%,70.8%,75.1%,71.3%,42%,35.4%,64.5%,62%,68.3,56.1,96.3%,97.8%,1.9,2,85.2%,80.5%,95.6%,95%,,6.4%,5.1%,1201607.8730000000,1829942.8790000000,41.6881094,-87.5375501,"(-87.5375501, 41.6881094)"
609740,Wells Community Academy High School,936 N Ashland Ave,Chicago,IL,60622,(773) 534-7010,http://www.wellshighschoolchicago.org/,,LEVEL 3,ON PROBATION,1,ORGANIZED,92%,85.2%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,42,8,10,7,8,13.4,13.6,12.4,13.7,14.8,78.5%,69%,54.1%,50.4%,54.7%,54.1%,43.3%,35.7%,53.4%,63.4%,89.5,70.3,56%,72.8%,2,2.5,80.3%,81.3%,95.2%,96.3%,,14.6%,11.9%,1165512.9160000000,1906490.7200000000,41.89900506,-87.66751989,"(-87.66751989, 41.89900506)"
609741,Gurdon S Hubbard High School,6200 S Hamlin Ave,Chicago,IL,60629,(773) 535-2200,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,59.5%,66.3%,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,WEAK,WEAK,PENDING CERTIFICATION,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,83,50,42,28,32,27,27,15.3,15.7,14.5,15.4,17.3,78.9%,73.1%,54.5%,57.8%,67.7%,62.8%,53.4%,58.4%,74.2%,75.3%,6.4,8.5,11%,27%,3.4,3.1,91%,89.9%,95.8%,96.8%,,1%,7.4%,1152065.7410000000,1863208.0250000000,41.78050763,-87.71804991,"(-87.71804991, 41.78050763)"
609744,Northside Learning Center High School,3730 W Bryn Mawr Ave,Chicago,IL,60659,(773) 534-5180,http://www.nlc.cps.k12.il.us,,,,,WELL-ORGANIZED,92.7%,89.5%,VERY STRONG,STRONG,STRONG,NEUTRAL,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,3.8%,2.5%,2.8%,,,11,7.7,75.6%,,1.5,,90.4%,91.4%,94.4%,95.5%,,0%,0%,1150357.0370000000,1936987.4960000000,41.98299994,-87.72238881,"(-87.72238881, 41.98299994)"
609745,Southside Occupational Academy High School,7342 S Hoyne Ave,Chicago,IL,60636,(773) 535-9100,http://www.southside.cps.k12.il.us,,,,,WELL-ORGANIZED,0.5%,96.9%,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,VERY STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4%,,,53.2%,0%,0%,,,20.5,16,24.2%,,2,,89%,87.8%,93.6%,96%,,13.2%,3.3%,1163596.6170000000,1855772.0590000000,41.75986813,-87.6759838,"(-87.6759838, 41.75986813)"
